Property_ID,Size(#rooms),Type,Location,Price
299,2,1,4,751000
300,2,1,4,950000
301,2,2,4,685000
302,3,1,4,1230000
303,2,1,4,636500
304,3,1,4,910000
305,2,1,4,770000
306,3,1,4,960000
307,4,1,4,890000
308,2,1,4,965000
309,3,1,4,1440000
310,2,1,4,955000
311,2,2,4,450000
312,3,1,4,801000
313,3,1,4,1000000
314,3,1,4,1435000
315,1,2,4,390000
316,3,1,4,1425000
317,4,1,4,1340000
318,3,1,4,955000
319,4,1,4,1100000
320,3,1,4,1255000
321,2,2,4,432000
322,4,1,4,1640000
323,6,1,4,1430000
324,2,2,4,610000
325,3,1,4,940000
326,3,1,4,890000
327,3,1,4,1180000
328,4,1,4,1480000
329,2,1,4,1150000
330,3,1,4,1350000
331,5,1,4,1905000
332,2,3,4,865000
333,2,3,4,705000
334,2,2,4,442000
335,2,2,4,540000
336,3,1,4,1037500
337,3,3,4,1050000
338,2,2,4,440000
339,2,1,4,1010000
340,4,1,4,1430000
341,2,2,4,570000
342,2,2,4,690000
343,3,1,4,1291000
344,3,1,4,1130000
345,3,1,4,1135000
346,4,1,4,950000
347,3,2,4,790000
348,2,2,4,390000
349,4,1,4,1345000
350,3,1,4,1381500
351,3,1,4,940000
352,3,1,4,995000
353,3,1,4,1050000
354,3,1,4,786000
355,2,1,4,705000
356,2,1,4,760000
357,3,2,4,487500
358,3,3,4,1000000
359,4,1,4,1110000
360,4,1,4,1300000
361,3,1,4,1060000
362,3,1,4,1410000
363,3,1,4,1305000
364,3,1,4,932500
365,3,1,4,965000
366,3,1,4,1215000
367,2,2,4,545000
368,4,1,4,1705000
369,3,1,4,970000
370,2,1,4,925000
371,4,1,2,2650000
372,3,1,2,1670000
373,3,3,2,955000
374,3,3,2,2050000
375,2,2,2,500000
376,2,1,2,1575000
377,3,1,2,1555000
378,3,1,2,1100000
379,3,1,2,1337000
380,8,1,2,2950000
381,4,1,2,2215000
382,3,1,2,1518000
383,3,1,2,1710000
384,3,1,2,1655000
385,4,1,2,1550000
386,3,1,2,1662000
387,3,1,2,1665000
388,2,1,2,1445000
389,5,1,2,3510000
390,3,3,2,968000
391,3,3,2,900000
392,3,1,2,1500000
393,5,1,2,2752000
394,3,1,2,1500000
395,4,1,2,1800000
396,3,1,2,1830000
397,3,1,2,1415000
398,2,1,2,1440000
399,4,3,2,1250000
400,3,1,2,1422000
401,5,1,2,1600000
402,4,1,2,1860000
403,3,3,2,1710000
404,4,1,2,1790000
405,4,1,2,1950000
406,3,1,2,1600000
407,3,1,2,1320000
408,3,1,2,1650000
409,2,1,2,995000
410,3,1,2,1250000
411,3,2,2,1045000
412,4,1,2,1200000
413,2,1,2,1075000
414,4,1,2,1500000
415,3,1,2,1120000
416,2,3,2,700000
417,3,1,2,761000
418,4,1,2,1270000
419,4,1,2,1510000
420,3,1,2,1365000
421,4,1,2,1100000
422,4,1,2,1415000
423,2,2,2,690000
424,3,1,2,1631000
425,4,1,2,1500000
426,3,1,2,1060000
427,5,1,2,1529500
428,2,2,2,600000
429,2,2,2,535000
430,3,1,2,785000
431,4,1,2,1240000
432,2,2,2,700000
433,4,1,2,1350000
434,2,1,2,1110000
435,3,1,2,1305000
436,3,1,2,855000
437,3,3,2,900500
438,3,1,2,1200000
439,3,3,2,830000
440,3,1,4,850000
441,3,1,4,750000
442,3,3,4,851000
443,3,1,4,848000
444,4,1,4,806000
445,4,1,4,1155000
446,3,1,4,670000
447,4,1,4,1200000
448,3,1,4,636000
449,3,1,4,680000
450,4,1,4,1160000
451,3,1,4,750000
452,3,1,4,627500
453,3,3,4,880000
454,4,1,4,950000
455,4,1,4,1600000
456,2,3,4,585000
457,3,1,4,650000
458,3,1,4,725000
459,3,2,4,665000
460,3,1,4,560500
461,3,1,4,615000
462,3,1,4,845000
463,3,1,4,585000
464,2,2,4,440000
465,3,1,4,850000
466,5,1,4,850000
467,3,1,4,705000
468,4,1,4,1100000
469,3,1,4,892500
470,3,1,4,695000
471,2,1,4,522500
472,4,1,4,680000
473,3,2,4,500000
474,2,3,4,550000
475,3,1,4,730000
476,3,1,4,875000
477,3,1,4,850000
478,3,1,4,635000
479,4,1,4,762000
480,2,2,4,411000
481,4,1,4,790000
482,4,1,4,605000
483,3,1,4,805000
484,4,1,4,890000
485,3,1,4,795000
486,3,1,4,634000
487,3,1,4,642000
488,3,1,4,863000
489,3,1,4,740000
490,4,1,2,1819000
491,2,2,2,410000
492,1,2,2,280000
493,2,3,2,1015000
494,2,2,2,502500
495,2,2,2,520000
496,2,2,2,442000
497,3,1,2,1193000
498,2,2,2,416000
499,2,2,2,820000
500,2,2,2,474000
501,2,1,2,981000
502,3,1,2,1690000
503,2,2,2,540000
504,3,1,2,1080000
505,1,2,2,500000
506,2,2,2,497500
507,2,1,2,2100000
508,4,1,2,1800000
509,2,3,2,1255000
510,3,2,2,1070000
511,5,1,2,2570000
512,4,1,2,2400000
513,3,1,2,2200000
514,5,1,2,3250000
515,2,2,2,806000
516,6,1,2,4000000
517,2,1,2,1215000
518,5,1,2,2250000
519,2,2,2,812000
520,3,1,2,1140000
521,3,1,2,2330000
522,5,1,2,2800000
523,2,2,2,605000
524,3,1,2,1255000
525,2,1,2,1850000
526,2,2,2,805000
527,3,1,2,700000
528,4,1,2,2130000
529,2,1,2,500000
530,3,1,2,2125000
531,4,1,2,1800000
532,2,2,2,635000
533,2,2,2,526000
534,1,1,2,390000
535,3,1,2,905000
536,4,1,2,1750000
537,2,3,2,760000
538,4,1,2,3180000
539,3,3,2,1367000
540,5,1,2,3600000
541,5,1,2,2550000
542,4,3,2,1400000
543,4,1,2,3270000
544,2,2,2,625000
545,2,3,2,700000
546,3,1,2,1860000
547,4,1,2,2730000
548,5,1,2,2020000
549,2,2,2,460000
550,4,1,2,2250000
551,2,2,2,1053000
552,3,1,2,1800000
553,3,3,2,1472000
554,3,1,2,2120000
555,3,1,2,1910000
556,2,2,2,754000
557,5,1,2,3000000
558,5,1,2,3400000
559,4,1,2,2188000
560,2,2,2,755000
561,4,1,2,2900000
562,4,1,2,3290000
563,5,1,2,2665000
564,4,1,2,1801000
565,4,1,2,2410000
566,2,2,2,650000
567,4,1,2,2275000
568,5,1,2,2810000
569,3,3,2,1385000
570,4,1,2,2000000
571,4,1,2,1900000
572,3,1,2,3401000
573,3,1,2,1750000
574,5,1,2,4000000
575,3,3,2,1100000
576,5,1,2,3020000
577,3,1,2,2950000
578,5,1,2,2450000
579,3,1,2,1912000
580,2,2,2,730000
581,5,1,2,3900000
582,3,1,2,1500000
583,3,1,2,1850000
584,4,1,2,1700000
585,2,1,2,1010000
586,3,3,2,1315000
587,3,1,2,1500000
588,4,1,2,3230000
589,2,1,2,1080000
590,7,1,2,1350000
591,4,1,2,1905000
592,5,1,2,3300000
593,4,1,2,1900000
594,3,1,2,2251000
595,4,1,2,2205000
596,3,1,2,1265000
597,3,1,2,2000000
598,4,1,2,1750000
599,3,1,2,1450000
600,4,1,2,2614000
601,4,1,2,1825000
602,4,1,2,2550000
603,4,1,2,1570000
604,5,1,2,3250000
605,4,1,2,1750000
606,3,3,2,1150000
607,3,1,2,1575000
608,6,1,2,1505000
609,4,1,2,1572000
610,4,1,2,1500000
611,4,3,2,1400000
612,5,1,2,1750000
613,4,1,2,1850000
614,3,1,2,1480000
615,4,1,2,1400000
616,4,1,2,2130000
617,3,2,2,1050000
618,5,1,2,3690000
619,4,1,2,1740000
620,4,1,2,2575000
621,4,1,2,1388800
622,4,1,2,1702000
623,4,1,2,1800000
624,4,1,2,2910000
625,2,1,2,1400000
626,2,3,2,860000
627,4,1,2,1670000
628,5,1,2,1500000
629,5,1,2,2200000
630,4,1,2,1350000
631,5,1,2,2070000
632,3,1,2,1300000
633,3,1,2,1700000
634,3,1,2,1750000
635,3,1,2,980000
636,3,1,2,1230000
637,7,1,2,2600000
638,4,1,2,1950000
639,5,1,2,1750000
640,5,1,2,2000000
641,3,1,2,1480000
642,4,1,2,3000000
643,3,1,2,1818000
644,4,1,2,2170000
645,4,1,2,2525000
646,4,1,2,3360000
647,4,1,2,1620000
648,3,1,2,1903000
649,4,1,2,1712000
650,4,1,2,1720000
651,4,1,2,1670000
652,2,1,2,1350000
653,4,1,2,1675000
654,4,3,2,1680000
655,3,1,2,1800000
656,4,1,2,1550000
657,5,1,2,4000000
658,3,1,2,2900000
659,4,1,2,2205000
660,3,3,2,1137000
661,3,1,2,2100000
662,2,1,2,1389000
663,2,1,2,685000
664,6,1,2,1900000
665,3,1,2,1335000
666,3,1,2,1600000
667,3,1,2,1830000
668,4,1,2,1900000
669,5,1,2,1500000
670,2,2,2,735000
671,2,2,2,1040000
672,3,1,2,1520000
673,4,1,2,1250000
674,6,1,2,1900000
675,5,1,2,1875000
676,4,1,2,1530000
677,4,1,2,1700000
678,3,3,2,1238000
679,3,1,2,1320000
680,2,2,2,560000
681,3,1,2,1651000
682,5,1,2,1920000
683,5,1,2,1560000
684,5,1,2,1550000
685,3,1,2,1038000
686,5,1,2,1660000
687,3,1,2,1260000
688,3,1,2,2000000
689,4,1,2,2155000
690,3,1,2,1225000
691,4,1,2,2150000
692,3,1,2,1770000
693,2,2,2,691500
694,5,1,2,1836000
695,2,2,2,636000
696,2,1,2,1275000
697,3,2,2,875000
698,3,3,2,895000
699,2,1,2,1550000
700,4,1,2,1420000
701,3,1,2,1425000
702,2,3,2,851000
703,3,1,2,1222500
704,4,1,2,1260000
705,4,1,2,2700000
706,3,3,2,900000
707,3,1,2,1100000
708,7,1,2,1005000
709,3,1,2,1317500
710,2,2,2,360000
711,4,3,2,1435000
712,3,1,2,1110000
713,4,1,2,2435000
714,3,1,2,1500000
715,4,1,2,1300000
716,2,1,2,855000
717,3,1,2,1125000
718,3,1,2,1135000
719,3,1,2,867000
720,4,1,2,1328000
721,3,1,2,1340000
722,4,3,2,1155000
723,3,1,2,1275000
724,3,1,2,770000
725,2,1,2,855000
726,3,3,2,1100000
727,2,2,2,650000
728,4,1,2,1815000
729,4,1,2,2255000
730,3,1,2,1470000
731,2,2,2,420000
732,2,2,2,855000
733,4,1,2,1450000
734,3,1,2,1200000
735,4,1,2,1860000
736,2,2,2,725000
737,3,1,2,1293000
738,3,1,2,1390000
739,3,1,2,1400000
740,3,1,2,1328000
741,4,3,2,1247000
742,3,1,2,1311000
743,3,1,2,1100000
744,3,1,2,1327500
745,4,1,2,1560000
746,3,1,2,1370000
747,3,1,2,1100000
748,4,1,2,1385000
749,3,3,2,1275000
750,3,1,2,1095000
751,2,2,2,797500
752,2,2,2,725000
753,3,3,2,825000
754,3,3,2,1235000
755,5,1,2,1600000
756,3,1,2,1165000
757,4,1,2,1355000
758,4,1,2,1910000
759,3,1,2,1448000
760,2,2,2,820000
761,3,1,2,895000
762,4,1,2,1041000
763,4,1,2,1430000
764,2,1,2,910000
765,4,1,2,2520000
766,3,1,2,1350000
767,2,2,2,635000
768,3,1,2,1280000
769,5,1,2,1900000
770,3,1,2,1230000
771,4,1,2,1150000
772,4,1,2,1650000
773,2,3,2,670000
774,2,3,2,680000
775,4,3,2,1320000
776,4,1,2,1380000
777,6,1,2,1900000
778,3,1,2,1535000
779,4,1,2,1281000
780,3,2,2,1096000
781,5,1,2,1385000
782,3,2,2,517500
783,4,3,2,1245000
784,2,2,2,503000
785,4,1,2,2620000
786,2,2,2,760000
787,2,2,2,405000
788,2,1,2,1410000
789,3,3,2,760000
790,2,1,2,825000
791,2,2,2,746000
792,1,2,2,580000
793,5,1,2,1275000
794,3,1,2,1206000
795,3,3,2,1115000
796,4,1,2,1190000
797,4,1,2,1270000
798,3,2,2,1025000
799,3,2,2,740000
800,4,1,2,1960000
801,2,2,2,495000
802,2,2,2,570000
803,4,1,2,1220000
804,3,1,2,885000
805,3,3,2,830000
806,4,1,2,1137500
807,4,1,2,1100000
808,3,1,2,1040000
809,4,3,2,1210000
810,4,3,2,1160000
811,3,1,2,1215000
812,4,1,2,1200000
813,3,1,2,1050000
814,5,1,2,950000
815,2,2,2,380000
816,2,1,2,689000
817,3,1,2,1400000
818,3,1,2,965000
819,3,1,2,1338000
820,3,3,2,800000
821,2,2,2,651000
822,3,1,2,920000
823,3,1,2,1390000
824,2,2,2,495000
825,1,2,2,370000
826,3,1,2,1100000
827,4,1,2,1100000
828,3,1,2,1355000
829,4,1,2,1206000
830,2,3,2,486500
831,2,1,2,1010000
832,3,1,2,899000
833,4,1,2,1415000
834,4,3,2,1185000
835,4,3,2,1060000
836,2,2,2,716000
837,3,1,2,1550000
838,3,1,2,840000
839,3,1,2,1110000
840,3,1,2,1106000
841,3,1,2,845000
842,3,3,2,860000
843,3,1,2,1208000
844,3,3,2,921000
845,3,1,2,1165000
846,3,1,2,1270000
847,2,1,2,742500
848,3,1,2,920000
849,3,1,2,1307000
850,4,1,2,1010000
851,2,1,2,702000
852,2,1,2,813000
853,3,3,2,805000
854,3,1,2,880000
855,4,1,2,1100000
856,3,1,2,1085000
857,3,3,2,920000
858,3,1,2,1050000
859,3,1,2,1560000
860,4,1,2,800000
861,2,1,2,722000
862,3,1,2,930000
863,3,1,2,921000
864,4,1,2,1035000
865,3,2,2,720000
866,3,1,2,1185000
867,4,1,2,1352000
868,4,3,2,1005000
869,2,2,2,761000
870,5,1,2,1600000
871,3,1,2,1200000
872,3,1,2,780000
873,4,3,2,1250000
874,3,1,2,750000
875,3,1,2,1300000
876,5,1,2,1475000
877,4,1,2,1110000
878,2,2,2,835000
879,4,1,2,1690000
880,3,2,2,791000
881,3,1,2,900000
882,3,1,2,1189000
883,3,3,2,825000
884,3,3,2,1030000
885,3,3,2,970000
886,3,1,2,930000
887,4,1,2,1510000
888,3,3,2,1240000
889,3,1,2,823000
890,4,1,2,1310000
891,4,1,2,1475000
892,4,3,2,950000
893,4,3,2,1045000
894,3,1,2,750000
895,3,2,2,800000
896,2,2,2,655000
897,5,1,2,1550000
898,3,1,2,835000
899,3,1,2,1140000
900,2,1,2,1120000
901,4,3,2,1465000
902,3,1,2,910000
903,3,2,2,920000
904,3,3,2,935000
905,3,1,2,977000
906,3,1,2,1352000
907,4,1,2,1115000
908,3,1,2,780000
909,3,1,2,1115000
910,3,1,2,1197000
911,2,2,2,485000
912,3,2,2,810000
913,4,1,2,1365000
914,3,1,2,700000
915,4,1,2,1698888
916,4,1,2,1150000
917,2,2,2,340000
918,3,1,2,1000000
919,3,3,2,965000
920,3,2,2,870000
921,3,1,2,1405000
922,3,1,2,1161000
923,3,1,2,1266000
924,3,3,2,700000
925,4,3,2,1325000
926,3,2,2,770000
927,3,1,2,1110000
928,1,2,2,380000
929,4,1,2,1175000
930,3,1,2,1200000
931,4,1,2,1370000
932,4,1,2,1433500
933,2,1,2,1630000
934,3,1,2,1360000
935,4,1,2,900000
936,3,3,2,860000
937,2,2,2,772500
938,3,1,2,1001000
939,2,2,2,715000
940,3,1,2,801000
941,3,3,2,882000
942,2,1,2,1180000
943,3,3,2,840000
944,2,1,2,710000
945,4,1,2,1040000
946,5,1,2,1550000
947,3,1,2,930000
948,3,2,2,790000
949,3,1,2,1040000
950,3,1,2,1020000
951,3,3,2,670000
952,3,2,2,800000
953,4,3,2,1120000
954,3,3,2,970000
955,3,3,2,787500
956,3,1,2,950000
957,3,1,2,886000
958,3,3,2,780000
959,4,1,2,1015000
960,3,2,2,830000
961,3,1,2,1241000
962,4,1,2,1255000
963,3,1,2,1320000
964,3,1,2,870000
965,4,1,2,1472500
966,2,1,2,640000
967,2,1,2,1160000
968,4,1,2,1306000
969,3,1,2,1291000
970,4,1,3,1620000
971,2,2,3,645000
972,2,2,3,790000
973,4,1,3,880000
974,4,1,3,1560000
975,3,1,3,1715000
976,3,1,3,1200000
977,3,1,3,1760000
978,1,2,3,288000
979,3,1,3,948000
980,4,1,3,2770000
981,3,1,3,1412000
982,2,2,3,465000
983,4,3,3,975000
984,3,1,3,1325000
985,3,3,3,750000
986,3,1,3,1400000
987,3,1,3,1500000
988,4,1,3,1600000
989,2,2,3,616000
990,4,1,3,1661000
991,4,1,3,1461400
992,3,2,3,775000
993,4,1,3,1506000
994,4,1,3,1670000
995,1,2,3,340000
996,3,1,3,4000000
997,3,1,3,928000
998,2,2,3,761000
999,2,2,3,636000
1000,4,1,3,1625000
1001,4,1,3,1430000
1002,3,1,3,836000
1003,2,2,3,400000
1004,3,1,3,1170000
1005,4,1,3,1670000
1006,3,1,3,1351000
1007,3,1,3,857000
1008,3,3,3,822500
1009,2,2,3,560000
1010,2,2,3,420000
1011,3,1,4,870000
1012,2,1,4,645000
1013,3,3,4,502000
1014,3,2,4,495000
1015,3,1,4,660000
1016,2,1,4,868000
1017,4,1,4,645000
1018,3,1,4,652000
1019,4,1,4,850000
1020,3,1,4,570500
1021,3,1,4,575000
1022,4,1,4,882000
1023,3,1,4,730000
1024,2,1,4,670000
1025,3,1,4,585000
1026,2,1,4,826000
1027,4,1,4,610000
1028,3,1,4,696000
1029,2,1,4,660000
1030,3,3,4,579000
1031,4,1,4,856500
1032,3,1,4,510000
1033,3,1,4,765000
1034,2,3,4,475000
1035,4,1,4,550000
1036,3,3,4,505000
1037,3,1,4,495000
1038,3,1,4,680000
1039,3,1,4,565000
1040,3,1,4,697500
1041,3,1,2,1550000
1042,3,1,2,1635000
1043,4,1,2,1830000
1044,4,1,2,3695000
1045,2,2,2,536000
1046,4,1,2,3700000
1047,4,1,2,3775000
1048,3,1,2,1975000
1049,2,2,2,1300000
1050,3,1,2,1390000
1051,4,1,2,4250000
1052,4,1,2,2905000
1053,2,2,2,1300000
1054,3,3,2,1725000
1055,3,1,2,2266000
1056,4,1,2,2910000
1057,3,1,2,2100000
1058,6,1,2,2700000
1059,2,2,2,800000
1060,3,3,2,1750000
1061,4,1,2,1761000
1062,3,1,2,2600000
1063,3,1,2,1302500
1064,3,1,2,1900000
1065,5,1,2,2750000
1066,2,2,2,892500
1067,4,1,2,2145000
1068,5,1,2,3171000
1069,2,1,2,1910000
1070,3,3,2,1850000
1071,3,3,2,1067000
1072,3,1,2,1865000
1073,2,2,2,620000
1074,2,2,2,985000
1075,3,3,2,1475000
1076,2,1,2,502000
1077,2,2,2,700000
1078,3,1,2,2400000
1079,2,2,2,590000
1080,3,1,2,1650000
1081,5,1,2,1562500
1082,3,1,2,2050000
1083,4,1,2,3180000
1084,2,3,2,960000
1085,4,1,2,3320000
1086,4,1,2,2800000
1087,3,2,2,1602000
1088,2,2,2,1300000
1089,2,2,2,1100000
1090,3,1,2,1650000
1091,2,1,2,1102000
1092,2,2,2,575000
1093,2,1,2,1570000
1094,3,3,2,1411000
1095,5,1,2,4700000
1096,3,1,2,1785000
1097,2,1,2,1550000
1098,3,1,2,1875000
1099,4,1,2,2400000
1100,3,2,2,1266000
1101,3,2,2,826000
1102,5,1,2,2730000
1103,2,2,2,900000
1104,3,3,2,1962000
1105,4,1,2,3295888
1106,1,2,2,375000
1107,2,2,2,756000
1108,2,2,2,800000
1109,5,1,2,2100000
1110,3,1,2,1500000
1111,2,2,2,905500
1112,3,1,2,2375000
1113,3,1,2,2275000
1114,3,1,2,1385000
1115,2,1,2,1601000
1116,3,1,2,2020000
1117,3,3,2,1762000
1118,3,1,2,2450000
1119,2,2,2,858000
1120,3,3,2,1427000
1121,3,3,2,2517500
1122,4,1,2,2800000
1123,5,1,2,3700000
1124,3,1,2,1410000
1125,4,1,2,2475000
1126,4,1,2,2700000
1127,3,2,2,1005000
1128,4,1,2,3900000
1129,2,2,2,610000
1130,3,2,2,880000
1131,2,2,2,737000
1132,2,1,2,1532000
1133,3,2,2,1250000
1134,3,2,2,835000
1135,3,1,2,2320000
1136,4,1,2,2000000
1137,2,3,2,1230000
1138,3,1,2,2375000
1139,2,3,2,1037000
1140,4,1,2,3050000
1141,4,3,2,1630000
1142,2,1,2,1701000
1143,2,2,2,760000
1144,4,1,2,2640000
1145,2,2,2,850000
1146,1,2,2,671000
1147,4,3,2,2250000
1148,3,1,2,2900000
1149,3,2,2,1620000
1150,3,1,2,3550000
1151,4,1,2,2750000
1152,5,1,2,3751000
1153,3,3,2,1425000
1154,4,1,2,2405000
1155,3,2,2,1352500
1156,3,1,2,2030000
1157,5,1,2,3105000
1158,3,1,2,1171000
1159,2,3,2,1400000
1160,3,1,2,1600000
1161,4,1,2,1500000
1162,4,1,2,1940000
1163,4,1,2,1850000
1164,3,1,2,930000
1165,4,1,2,1310000
1166,2,1,2,1250000
1167,4,1,2,2504000
1168,2,2,2,700000
1169,2,2,2,750000
1170,3,3,2,1302500
1171,2,1,2,1445000
1172,2,1,2,980000
1173,4,1,2,1495000
1174,4,1,2,1825000
1175,5,1,2,1700000
1176,5,1,2,1400000
1177,3,1,2,1075000
1178,3,1,2,1860000
1179,3,1,2,1500000
1180,3,3,2,870000
1181,4,1,2,2000000
1182,3,1,2,1400000
1183,3,1,2,1300000
1184,5,1,2,1600000
1185,2,1,2,1780000
1186,5,1,2,1200000
1187,2,2,2,775000
1188,3,1,2,1480000
